EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
660544104,MERCY HEIGHTS NURSERY AND KINDERGARTEN INC,% SISTER MARY STEPHEN,211 FR SAN VITORES ST,PEREZVILLE,GU,96913-0000,0928,03,9,7000,194603,1,10,001030150,5,01,,0,0,06,0,12,,,,,
660544331,LEALAIFUANEVA PETER REID CHARITABLE FOUNDATION LTD,% CHARLES WARREN,PAGO PAGO 96799,AUSTRALIA,,00000-0000,0000,03,3,1000,199804,2,04,602000000,1,01,201312,6,5,00,1,12,2005745,508957,,T90Z,REID PETER TTEE
660544380,RUBY RUTNIK SCHLOARSHIP FUND INC,% ANDREW RUTNIK,PO BOX 348,ST JOHN,VI,00831-0348,0000,03,3,1000,199707,1,15,994040000,1,01,201412,4,3,01,0,12,291023,50199,49822,B82,
660545357,AMERICAN SAMOA NATIONAL OLYMPIC COMMITTEE,% BILLY YOUNG,PO BOX 5380,PAGO PAGO,AS,96799-5380,0000,03,3,1000,200001,1,15,998000000,1,01,201312,0,0,02,0,12,0,0,0,N71,
660545736,VIRGIN ISLANDS CAPITAL RESOURCES INC,% DAVID A BORNN,7A CRYSTAL GADE,ST THOMAS,VI,00802-6623,0000,03,3,1000,200109,1,04,994408000,1,01,201509,5,3,00,1,09,789039,88895,,S300,
660546673,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% SANDRA HOWELL,KINGSHILL ST CROIX 00851,BRITISH VIRGIN ISLANDS,,00000-0000,0239,04,9,3000,194012,2,00,911520000,5,01,201506,0,0,02,0,06,0,0,0,,44023 FREDERIKSTED USVI
660548326,ST THOMAS BASEBALL EXPLORERS,% TAMI NOEL,PO BOX 11302,ST THOMAS,VI,00801-4302,0000,03,3,1000,201409,1,15,994288000,1,01,201412,2,4,01,0,12,10069,113680,113680,N63,
660548366,FRIENDS OF THE ELAINE I SPRAUVE LIBRARY,,PO BOX 1237,ST JOHN,VI,00831-1237,0000,03,3,2000,199801,1,15,205000000,1,01,201412,3,1,02,0,12,43267,5309,5309,O51Z,
660549743,ST JOHN SINGERS INC,% TERRY PISHKO,ST JOHN 00831,BRITISH VIRGIN ISLANDS,,00000-0000,0000,03,3,1000,199812,2,15,000000000,1,01,201507,0,0,02,0,07,0,0,0,A6B,
660549890,ST JOHN RESCUE INC,% ELMO L RABSATT SR,PO BOX 1225,ST JOHN,VI,00831-1225,0000,03,3,1200,201407,1,15,158000000,1,01,201409,4,3,01,0,09,130796,87759,87759,E62,
660552306,YIGO CHURCH OF CHRIST,,548 CHALAN PADIRON RTE 15,YIGO,GU,96929-0000,0000,03,3,1000,200306,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
660552741,CENTRAL FULL GOSPEL CHURCH OF GUAM,% REV SUNG HEON SHIN,PO BOX 11601,TAMUNING,GU,96931-1601,0000,03,3,1000,200102,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
660553533,BELLA VISTA CLINICS INC,,YAUCO,PUERTO RICO,,00000-0000,1071,03,9,7000,194704,1,10,211029000,5,01,,0,0,06,0,12,,,,,
660554034,US VIRGIN ISS CONGRESS OF PARENTS TEACHERS & STUDENTS ASSOCIATION,% GRACE FAHIE,PO BOX 6167,ST THOMAS,VI,00804-6167,0000,03,3,1000,201312,1,16,000000000,1,01,201509,0,0,02,0,09,0,0,0,B94,
660554890,DELTA SIGMA THETA SORORITY INC,% UNIVERSITY OF THE VI-ST CROIX CAM,PO BOX 4958,KINGSHILL,VI,00851-4958,1188,07,9,1000,195207,0,00,036040319,5,01,,0,0,01,0,06,,,,,SIGMA OMEGA CHAPTER
660555246,WE FROM UPSTREET INC,% MAIANA DONOVAN,PO BOX 308424,ST THOMAS,VI,00803-8424,0000,03,3,1000,201308,1,15,000000000,1,01,201403,1,2,02,0,03,4707,22168,7526,P40,
660559357,DIAMOND YOUTH PROMOTIONS,% ELLERTON MAYNARD,PO BOX 7932,CHRISTIANSTED,VI,00823-7932,0000,03,3,1200,201405,1,15,000000000,1,01,201412,1,0,02,0,12,1019,0,0,N63,
660561285,TEN THOUSAND HELPERS OF ST CROIX INC,% NII AHENE LA METTLE-NUNOO,301 HOSPITAL ST,FREDERIKSTED,VI,00840-3811,0000,03,3,1000,201208,1,15,000000000,1,01,201312,4,3,01,0,12,407253,92074,92074,A20,
660561373,CHINESE BIBLE CHURCH INTERNATIONAL INC,,PO BOX 500087,SAIPAN,MP,96950-0087,0000,03,3,2000,201601,1,11,000000000,1,01,,0,0,01,0,07,,,,B20,
660561617,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% JIM MARVIN TERBIO,PO BOX 2175,HAGATNA,GU,96932-2175,0239,04,9,3000,194012,2,00,911520000,5,01,,0,0,01,0,06,,,,,66103 204 DISTRICT
660561796,AMERICAN COUNSELING ASSOCIATION OF THE VIRGIN ISLAND,% ROSEMOND CREIGHTON,PO BOX 3707,KINGSHILL,VI,00851-3707,0000,03,3,1200,201201,1,16,000000000,1,01,201506,0,0,02,0,06,0,0,0,F03,
660563303,ST CROIX FARMERS IN ACTION INC,% PERCIVAL EDWARDS,KINGSHILL 00851,BRITISH VIRGIN ISLANDS,,00000-0000,0000,05,3,2100,200707,2,00,000000000,1,01,201408,0,0,02,0,08,0,0,0,K28,
660563484,TRAINING EQUIPMENT PROPERTY & CASUALTY INSURANCE CORPORATION,% AMS INSURANCE MGMT SERVICES LTD,THE VALLEY,ANGUILLA,,00000-0000,0000,15,3,1000,199909,2,00,000000000,1,01,,5,4,01,0,12,,,,Z99,
660563892,INTERNATIONAL GOSPEL CENTER OF ST THOMAS INC,,PO BOX 304934,ST THOMAS,VI,00803-4934,0000,03,3,7000,200407,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
660566418,VIRGIN ISLANDS DOMESTIC VIOLENCE AND SEXUAL ASSAULT COUNCIL,,BAY 14 THE VILLAGE MALL RR1 BOX 105,KINGSHILL,VI,00850-0000,0000,03,3,1200,201201,1,15,000000000,1,01,201409,4,4,01,0,09,164481,432515,432515,I73,
660566743,CDS FOUNDATION INC,,RR 1 BOX 6199,KINGSHILL,VI,00850-9855,0000,03,3,1000,200003,1,15,000000000,1,01,201412,4,1,02,0,12,116607,3055,3055,B112,
660567902,CORAL BAY SCHOOL INC,% THE CORAL BAY SCHOOL,PO BOX 1657,ST JOHN,VI,00831-1657,0000,03,3,2000,199912,1,11,000000000,1,01,201406,7,6,01,0,06,5810497,3439081,3439081,B25,CORAL BAY SCHOOL
660568350,THE JULIUS SPRAUVE SCHOOL FUNDRAISER CHARITABLE TRUST,% JOSE PENN,PO BOX 719,CRUZ BAY,VI,00831-0719,0000,03,3,2000,200011,1,16,000000000,2,01,201412,0,0,02,0,12,0,0,0,B12,
660569222,INTERNAITONAL ASSOCIATION OF FIRE FIGHTERS,% JOEY TAJALLE,PO BOX 22228,BARRIGADA,GU,96921-2228,0160,05,9,3000,195903,2,00,263000000,5,01,201409,0,0,02,0,09,0,0,0,,0150F NAS AGANA FEDERAL FIRE FIGHTE
660570199,AIR FORCE SERGEANTS ASSOCIATION,% ERIC SISSON,PSC 2 BOX 2365,APO,AP,96264-0024,1758,19,9,1000,197205,0,00,480908000,5,01,,0,0,01,0,12,,,,,1554 CHAPTER
660570310,JESUS IS LORD FELLOWSHIP WORLDWIDE INC USA,% RUFO LANE ARNIA,MP 96950 CNMI,USA,,00000-0000,8206,03,9,7000,199805,0,10,000000000,1,01,,0,0,06,0,12,,,,,JESUS IS LORD JIL CHURCH INC
660570994,SPEAK THE WORD MINISTRIES,% TERRY SKEPPLE,PO BOX 8304,CHRISTIANSTED,VI,00823-8304,0000,03,3,7000,200007,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
660571056,GUAM KOREAN BUDDHIST ASSOCIATION,% YONG KWANG PARK,PO BOX 11168,TAMUNING,GU,96931-1168,0000,03,3,1270,200004,1,10,000000000,1,01,,0,0,06,0,12,,,,X50,
660573254,ART STAGE INC,% SHAWNA K RICHARDS,PO BOX 1185,FREDERIKSTED,VI,00841-1185,0000,03,3,2000,199911,1,15,000000000,1,01,201411,0,0,02,0,11,0,0,0,A65,
660576182,CONTINENTAL MICRONESIA INC ASSOCIATION OF PACFIC ISLAND,% AYUDA FOUNDATION,181 E MARINE CORPS DR STE 207,HAGATNA,GU,96910-5178,0000,03,3,1000,200109,1,15,000000000,1,01,201312,4,4,01,0,12,136572,247637,247637,E99,
660576828,GLOBAL LIFE CHURCH INC,% PASTOR ORAL F HAZELL,PO BOX 304283,ST THOMAS,VI,00803-4283,0000,03,3,1000,200106,1,10,000000000,1,01,,0,0,06,0,01,,,,X20,GLOBAL LIFE MINISTRY HSE OF PRAYER
660581471,ST JOHN HISTORICAL SOCIETY,,ST JOHN,BRITISH VIRGIN ISLANDS,,00000-0000,0000,03,3,1000,200106,1,16,000000000,1,01,201504,4,4,01,0,04,149655,133288,132927,A54,
660585077,ST THOMAS EAST END MEDICAL CENTER CORPORATION,,4605 TUTU PARK MALL STE 207,ST THOMAS,VI,00802-1736,0000,03,3,1000,200011,1,12,000000000,1,01,201502,6,7,01,0,02,1065935,5399895,5399895,E30,
660585256,NEW VISION MINISTRIES OF ST THOMAS,% PASTOR JAMES EUTECE PETTY,220-24 ALTONA & WELBURST,ST THOMAS US,VI,00803-0000,0000,03,3,7000,200201,1,10,000000000,1,01,,0,0,06,0,06,,,,X20,N V M
660585858,MIRACLE THROUGH THE ROCK MINISTRY & RECONCILIATION IN CHRIST JESUS INC,% ERIC MASSICOT,PO BOX 7694,CHRISTIANSTED ST CRO,VI,00823-7694,0000,03,3,7000,200107,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
660586228,HELPING CHILDREN WORK HCW INC,,RR 1 BOX 10310,KINGSHILL,VI,00850-9792,0000,03,3,1200,200110,1,15,000000000,1,01,201412,5,4,01,0,12,604227,240590,240590,P30,
660586482,CARIBBEAN GENEALOGY LIBRARY INC,,ST THOMAS 00802,BRITISH VIRGIN ISLANDS,,00000-0000,0000,03,3,2000,200906,1,15,000000000,1,01,201512,0,0,02,0,12,0,0,0,A80,
660586667,FREDERIKSTED HEALTH CARE INC,,PO BOX 1198,FREDERIKSTED,VI,00841-1198,0000,03,3,1000,200103,1,15,000000000,1,01,201412,6,7,01,0,12,3341169,7644972,7644972,E32,
660588071,GOLDEN HOOK FISHING CLUB INC,% GREG J FERGUSON,3A ESTATE PEARL,CHRISTIANSTED,VI,00820-0000,0000,03,3,2000,201407,1,16,000000000,1,01,201412,3,3,02,0,12,32807,32631,895,N61,
660588276,CENTER FOR THE ENVIRONMENT INC,% DOUGLAS K WHITE,6814 ESTATE NAZARETH 9-26,ST THOMAS,VI,00802-1002,0000,03,3,1200,200111,1,15,000000000,1,01,201409,4,1,02,0,09,151838,300,150,C30,
660590214,JASON CARROLL MEMORIAL FUND INC,% JAMES CARROLL III,ST THOMAS VIRGIN ISLANDS 00801-281,BRITISH VIRGIN ISLANDS,,00000-0000,0000,03,3,2000,201111,1,16,000000000,1,01,201512,0,0,02,0,12,0,0,0,B82,
660591136,CWM INTERNATIONAL INC,,PO BOX 500087CK,SAIPAN,MP,96950-0000,0000,03,3,1000,201410,1,11,000000000,1,01,,0,0,01,0,07,,,,B42,EUCON INTERNATIONAL COLLEGE
660591603,AZ ACADEMY INC,% PAULA HELLER,3036 ESTATE ORANGE GRV,CHRISTIANSTED,VI,00820-4610,0000,03,3,2000,200202,1,11,000000000,1,01,201407,5,5,01,0,07,799620,980127,966850,B20,ISLAND EDUCATIONAL RESOURCES
660594586,HARVEST VISION CHURCH INC,,PO BOX 5505,PAGO PAGO,AS,96799-5505,0000,03,3,7000,200701,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
660595737,ST CROIX ARCHAEOLOGICAL SOCIETY INC,% DAVID HAYES,PO BOX 25291,CHRISTIANSTED,VI,00824-1291,0000,03,3,1000,200201,1,15,000000000,1,01,201512,0,0,02,0,12,0,0,0,A54,
660596338,MIRACLE BABIES SUPPORT FOUNDATION INC,% CLEONE A BOSTON,PO BOX 302254,ST THOMAS,VI,00803-2254,0000,03,3,1000,201202,1,15,000000000,1,01,201312,0,0,02,0,12,0,0,0,E11,
660596893,VIRGIN ISLAND INTERNATIONAL ISLAMIC SOCIETY INC,% MOHAMMAD YASIN,PO BOX 659,KINGSHILL,VI,00851-0659,0000,03,3,7000,200108,1,10,000000000,1,01,201412,6,4,06,0,12,2181846,126471,126471,X40,
660597548,METHODIST TRAINING AND OUTREACH CENTER INC,,PO BOX 306816,ST THOMAS,VI,00803-6816,0000,03,3,1000,200306,1,15,000000000,1,01,201412,5,5,01,0,12,634409,775119,775119,L41,
660598519,ST CROIX HIKING ASSOCIATION INCORPORATED,% ALAN BRONSTEIN,138 MARYS FANCY,CHRISTIANSTED,VI,00820-0000,0000,03,3,1200,200703,1,16,000000000,1,01,201412,0,0,02,0,12,0,0,0,C36,
660598552,FREDERIKSTED COMMUNITY BOATING AND SAILING SCHOOL INC,% NICHOLAS A CASTRUCCIO,PO BOX 24380,CHRISTIANSTED,VI,00824-0380,0000,03,3,1200,201002,1,15,000000000,1,01,201412,0,0,02,0,12,0,0,0,N67,
660600749,GARDEN SCHOOL INC,,KINGSHILL ST CROIX 00850,BRITISH VIRGIN ISLANDS,,00000-0000,0000,03,3,1200,200203,1,15,000000000,1,01,201412,0,0,02,0,12,0,0,0,B90,
660601318,VIRGIN ISLANDS GOLF FEDERATION,% VIRGIN ISLANDS GOLF FEDERATION,PO BOX 5187,KINGSHILL,VI,00851-5187,0000,03,3,1000,200501,1,16,000000000,1,01,201212,0,0,02,0,12,0,0,0,N60,
660601485,LOVE CITY PAN DRAGONS AND BABY DRAGONS YOUTH STEEL ORCHESTRA,% ELAINE C PENN,PO BOX 1537,ST JOHN,VI,00831-1537,0000,03,3,1200,200403,1,15,000000000,1,01,201412,3,3,02,0,12,69459,31085,30902,A6C,
660601486,HELPING OTHERS IN A POSITIVE ENVIRONMENT,% IVY MOSES,PO BOX 968,ST THOMAS,VI,00804-0968,0000,03,3,1000,200207,1,15,000000000,1,01,201412,3,5,01,0,12,98610,760462,760462,E86,
660608222,HARMONIC LODGE INC,% ETIENNE BERTRAND,ST THOMAS 00804,BRITISH VIRGIN ISLANDS,,00000-0000,0000,10,3,1000,201206,1,00,000000000,1,01,201412,0,0,02,0,12,0,0,0,Y42,
660609857,VIRGIN ISLANDS PERRINATAL,% EURKRES RALLINGS,PO BOX 698,CHRISTIANSTED,VI,00821-0698,0000,03,3,2000,200303,1,15,000000000,1,01,201409,5,5,01,0,09,939716,556412,556412,E40,
660609937,PRIMERA IGLESIA BAUTISTA OF ST CROIX INC,% RAFAEL PADILLA,PO BOX 3029,ST CROIX,VI,00851-3029,0000,03,3,7000,200208,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
660610288,GEORGES CHRISTIAN ACADEMY AND HAPPY CHILDRENS PRESCHOOL INC,,PO BOX 3762,KINGSHILL,VI,00851-3762,0000,03,3,2000,201407,1,11,000000000,1,01,201412,1,4,01,0,12,2442,246247,246247,B24,HAPPY CHILDREN PRE SCHOOL
660610484,GUAM SAILING FEDERATION,% CATHLEEN D MOORE-LIN,114 BIRADAN SIETTE APT A,DEDEDO,GU,96929-5746,0000,03,3,1000,201511,1,16,000000000,1,01,,0,0,02,0,12,,,,N60,
660611027,MARIST ST JOSEPHS OLD PUPILS - AMERICAN SAMOA INCORPORATED,,PO BOX 5213,PAGO PAGO,AS,96799-5213,0000,03,3,1200,200410,1,16,000000000,1,01,201501,2,2,02,0,01,11561,22995,21916,S21,
660612360,PACIFIC ISLAND MINISTRIES,% CRISOL M BENA,PO BOX 5258,PAGO PAGO,AS,96799-5258,0000,03,3,7000,200206,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
660613185,OASIS EMPOWERMENT CENTER,% ROBERT J ZIMMERMAN,556 E MARINE CORPS DR,E AGANA,GU,96910-5186,0000,03,3,7000,200306,1,10,000000000,1,01,,1,3,06,0,12,,,,X21,
660613448,GOSPEL LIGHT BAPTIST CHURCH,% PASTOR DIOMEDES LENON,PO BOX 7773,SAIPAN,MP,96950-7773,0000,03,3,7000,200309,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
660613682,BEAUTIFUL UNITED CHURCH,% CHIN E NO,PO BOX 22317,BARRIGADA,GU,96921-2317,0000,03,3,7000,200705,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
660615472,GUATU MA CU A BORIKEN INC,% MARTIN VEGUILLA,BAYAMON PR 00961,BRITISH VIRGIN ISLANDS,,00000-0000,0000,03,3,2000,200711,1,15,000000000,1,01,201412,0,0,02,0,12,0,0,0,A23,
660616261,ST CROIX TENNIS FOUNDATION INC,% DON DEWILDE,PO BOX 25200,ST CROIS,VI,00824-1200,0000,03,3,1000,200303,1,15,000000000,1,01,201412,1,0,02,0,12,271,0,0,,
660617433,FESTIVAL REYES MAGOS EN VIEQUES INC,% RAMON FIGUEROA,SAN JUAN PUERTO RICO 00925,BRITISH VIRGIN ISLANDS,,00000-0000,0000,03,3,2000,200907,1,16,000000000,1,01,201412,0,0,02,0,12,0,0,0,A20,
660619172,ASSOCIATION OF CIVILIAN TECHNICIANS INC,% VI CHAPTER OF CIV TECH 85,PO BOX 169,KINGSHILL,VI,00851-0169,3990,05,9,3000,200307,2,00,000000000,5,01,201512,0,0,02,0,12,0,0,0,J10,85 VIRGIN ISLANDS ARMY
660620472,GOLDEN HARVEST INTERNATIONAL SCHOOL INC,% SUSAN DEBLOIS,PO BOX 505704,SAIPAN,MP,96950-4324,0000,03,3,2100,200401,1,11,000000000,1,01,201412,3,4,01,0,12,86492,161645,161645,B20,
660621796,ST ANDREWS SEEK & SERVE OUTREACH INC,% FRANK STAPLETON,PO BOX 304019,ST THOMAS,VI,00803-4019,0000,03,3,2000,200407,1,15,000000000,1,01,201412,3,4,01,0,12,40234,138473,138473,B60,
660621944,N L RESORT INC,% MONA L BARNES,RR 2 BOX 10540 STE 1,KINGSHILL,VI,00850-9624,0000,03,3,1000,201510,1,15,000000000,1,01,201212,1,0,02,0,12,1,0,0,L22,
660622030,VIRGIN ISLANDS OLYMPIC WRESTLING FREDERATION,% SHAMSIE SLAUGHTER,PO BOX 8335,ST THOMAS,VI,00801-1335,0000,03,3,2000,201012,1,15,000000000,1,01,201504,0,0,02,0,04,0,0,0,N60,DAY SCOTT
660627603,INTERNATIONAL CHURCH OF THE FOUR SQUARE GOSPEL,% GLENN BURRIS JR,5019 COTTON VALLEY SHRS,CHRISTIANSTED,VI,00820-4541,1061,03,9,7000,194910,1,10,325059927,5,01,,0,0,06,0,12,,,,,CHRISTIANSTED
660627809,VIRGIN ISLANDS JUDO FEDERATION,% STANFORD L FABIO,PO BOX 1786,CHRISTIANSTED,VI,00821-1786,0000,03,3,1000,201512,1,15,000000000,1,01,201512,0,0,02,0,12,0,0,0,N71,
660629715,AMERICAN SAMOA SWIMMING ASSOCIATION,% ERIKA RADEWAGEN,PAGO PAGO 96799,AUSTRALIA,,00000-0000,0000,03,3,2000,201202,1,16,000000000,1,01,201412,0,0,02,0,12,0,0,0,N67,
660631215,SPIRITUALITY OF INTERNATIONAL MISSION TRAINING CENTER,% MR JOON SIK LIM,PO BOX 505236,SAIPAN,MP,96950-4316,0000,03,3,7100,200709,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
660631394,BRIGHTSPARK INC,% JANIS M VALMOND,PO BOX 397,FREDERIKSTED,VI,00841-0397,0000,03,3,1000,200510,1,15,000000000,1,01,201412,0,0,02,0,12,0,0,0,A20,
660631865,MERCY ACTION MARIANAS LTD,% SR MARY CABRINI TAITANO RSM PRESI,211 SAN VITORES ST PEREZVILLE,TAMUNING,GU,96913-0000,0928,03,9,1700,194603,1,10,031150120,5,01,,0,0,06,0,06,,,,,
660632368,ROTARY INTERNATIONAL,% TOM BOLT,PO BOX 302757,ST THOMAS,VI,00803-2757,0573,04,9,3000,194209,2,00,520349200,1,01,201506,0,0,02,0,06,0,0,0,,ROTARY CLUB ST THOMAS SUNRISE
660636956,COMMUNITY CARES CONNECTION INC,% SASHA MAROHN,CHRISTIANSTED VI 00824,BRITISH VIRGIN ISLANDS,,00000-0000,0000,03,3,1000,200503,2,15,000000000,1,01,201212,0,0,02,0,12,0,0,0,S81,
660637620,CORAL BAY COMMUNITY COUNCIL,% SHARON COLDREN,9901 EMMAUS,ST JOHN,VI,00830-9587,0000,03,3,1200,200404,1,15,000000000,1,01,201412,4,4,01,0,12,138974,283721,283721,C30,
660637989,ST CROIX EDUCATION INITIATIVE INC,% JOHN HEBERT,KINGSHILL 00850,BRITISH VIRGIN ISLANDS,,00000-0000,0000,03,3,2000,200908,1,15,000000000,1,01,201412,0,0,02,0,12,0,0,0,N63,
660637992,MARIA ARTERO CATHOLIC PRESCHOOL AND REGIONAL TREASURER,% REGIONAL TREASURER,161A SUNSET DR,AGANA HEIGHTS,GU,96910-6451,0928,03,9,2700,194603,1,11,031150120,5,01,,0,0,13,0,12,,,,,
660638088,KINGDOM MANNA LIFE INTERNATIONAL MINISTRIES INC,% JOSEPH J WALKER,PO BOX 7924,CHRISTIANSTED,VI,00823-7924,0000,03,3,7100,200802,1,10,000000000,1,01,201412,1,3,06,0,12,4666,55336,55336,X21,
660640378,ROTARY CLUB OF ST JOHN FOUNDATION INC,,PO BOX 37,ST JOHN,VI,00831-0037,0000,03,3,1000,200501,1,15,000000000,1,01,201506,3,3,02,0,06,76071,47813,18812,S118,
660640568,WATER ISLAND SEARCH AND RESCUE INC,% JOANNE BOHR,10 WATER ISLE,ST THOMAS,VI,00802-7800,0000,03,3,1000,200411,2,15,000000000,1,01,201412,0,0,02,0,12,0,0,0,M20,
660640935,UNITY ON THE ROCK,,3015 ORANGE GROVE STE 63,ST CROIX,VI,00820-0000,2062,03,9,2700,197002,1,10,059029000,5,01,,0,0,06,0,12,,,,,
660642012,VIRGIN ISLANDS VOLUNTEER ADVOCATES FOR CHILDREN INC,% GAIL R SHEARER,3012 GOLDEN ROCK,CHRISTIANSTED,VI,00820-0000,0000,03,3,1500,200408,1,15,000000000,1,01,201406,5,4,01,0,06,992757,274744,268797,I80,
660642641,MILITARY ORDER OF THE PURPLE HEART OF THE USA,% ANTHONY S PEREZ,PO BOX 2814,HAGATNA,GU,96932-2814,1495,19,9,1000,196008,1,00,000000000,5,01,201406,0,0,02,0,06,0,0,0,,1315 CHAPTER
660643946,CARIBBEAN BAPTIST PARTNERS INC,% TERRENCE E C JONES,PO BOX 308245,ST THOMAS,VI,00803-8245,0000,03,3,1700,200502,1,15,000000000,1,01,201212,1,3,01,0,12,9547,54057,54057,X20,
660645364,LEAN ON ME FOUNDATION,% RITA DE FERRARY,PO BOX 305063,ST THOMAS,VI,00803-5063,0000,03,3,1200,200708,1,15,000000000,1,01,201212,0,0,02,0,12,0,0,0,T30,
660645807,UNITED STEELWORKERS,% LORNA MILLER,PO BOX 5157,CHRISTIANSTED,VI,00823-5157,0260,05,9,3000,194012,0,00,000000000,5,01,201412,0,0,02,0,12,0,0,0,,9489 LOCAL
660646557,CRUZAN BIKEWAYS INC,% ROBERT WHITE,PO BOX 24331,CHRISTIANSTED,VI,00824-0331,0000,03,3,1000,200508,1,15,000000000,1,01,201412,1,1,02,0,12,4151,8000,8000,N32,
660646589,WEST INDIES MARINE ANIMAL RESEARCH AND CONSERVATION SERVICES,,202 PROSPERITY,FREDERIKSTED,VI,00840-0000,0000,03,3,4200,200506,1,15,000000000,1,01,201412,2,1,02,0,12,10547,1350,1350,D30,
660648531,YOIDO FULL GOSPEL CHURCH GUAM INC,% KUK JIN OH,181 SUMMERVILLE DR APT 1009,TAMUNING,GU,96913-4370,0000,03,3,7000,200902,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
660651154,SOKA GAKKAI INTERNATIONAL-CNMI INC,% KEVIN A LYNCH,PO BOX 505066,SAIPAN,MP,96950-4313,0000,03,3,7000,200601,1,10,000000000,1,01,,0,0,06,0,09,,,,X50,SGI-NMI
660653634,GOD IS LOVE MINISTRIES IN GUAM,% TOETU FITIAUSI,PO BOX 11936,YIGO,GU,96929-0936,1619,03,9,7000,196402,1,10,001030059,5,01,,0,0,06,0,12,,,,,
660656034,REAP WHAT YOU SOW VI YOUTH AND CULTURE INC,% SHARISSE BASCOMBE,PO BOX 2127,FREDERIKSTED,VI,00841-2127,0000,03,3,1000,200611,1,15,000000000,1,01,201503,0,0,02,0,03,0,0,0,O50,
660656587,GODS WOMEN OF FAVOR MINISTRY,% HERMENE LEWIS,PO BOX 304543,ST THOMAS,VI,00803-4543,0000,03,3,2000,201405,1,15,000000000,1,01,201312,0,0,02,0,12,0,0,0,P60,
660656699,GOVERNOR TAUESE SUNIA LEADERSHIP FOUNDATION,% LIUPUA SUNIA,PO BOX 448,PAGO PAGO,AS,96799-0448,0000,03,3,2000,200506,1,15,000000000,1,01,201412,0,0,02,0,12,0,0,0,A80,
660656700,AMERICAN SAMOA COALITION AGAINST DOMESTIC AND SEXUAL VIOLENCE,% LILIU MAILO,PAGO PAGO AMERICAN SAMOA 96799,AUSTRALIA,,00000-0000,0000,03,3,1000,201304,1,15,000000000,1,01,201512,0,0,02,0,12,0,0,0,I73,
660659496,ST CROIX EVANGELICAL MINISTERIAL ASSOCIATION INC,% REVEREND DR EDDIE WILLIAMS,PO BOX 5190,CHRISTIANSTED,VI,00823-5190,0000,03,3,1000,200703,1,15,000000000,1,01,201412,1,2,02,0,12,6659,19444,19444,X90,
660660337,VICTORIOUS BELIEVERS MINISTRIES INC,% REGINALD PERRY,15 PETERS REST,ST CROIX,VI,00820-0000,0000,03,3,7000,201402,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
660662673,CONFRERIE DE LA CHAINE DES ROTTISEURS LTD,% WINSTON ANDERSON,PO BOX 8045,ST THOMAS,VI,00801-1045,9261,07,9,1000,199412,2,00,319000000,1,01,201506,0,0,02,0,06,0,0,0,,BAILLIAGE DES ILES VIERGE CHAINE
660664098,MINISTERIO EVANGELISTICO ELES INC,% JEREMIAS MARTINEZ,PO BOX 302213,ST THOMAS,VI,00803-2213,0000,03,3,7000,200610,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,ELES
660664498,MONTESSORI HOUSE OF CHILDREN INC,% SYLVIA M SULLIVAN,3013 ORANGE GROVE,CHRISTIANSTED,VI,00820-0000,0000,03,3,1200,200610,1,11,000000000,1,01,201407,4,4,01,0,07,144660,210639,204517,B24,ST CROIX MONTESSORI
660664562,MARIANA ISLANDS NATURE ALLIANCE,,PO BOX 506645,SAIPAN,MP,96950-4340,0000,03,3,1000,200608,1,15,000000000,1,01,201412,3,4,01,0,12,70005,294986,257875,C32,
660665567,SAIPAN SWIM CLUB,,PO BOX 5100,SAIPAN,MP,96950-5100,0000,03,3,1200,200707,1,16,000000000,1,01,201408,3,3,01,0,08,32818,64820,64820,N67,
660666623,OH MY MAYA INC,% ROBIN FREEMAN,5029 GREEN CAY,CHRISTIANSTED,VI,00820-4558,0000,03,3,1000,200809,1,16,000000000,1,01,201412,0,0,02,0,12,0,0,0,Q33,
660668915,CLEAR BLUE SKY INC,% FARIDA AUBAIN,PO BOX 778,ST THOMAS,VI,00804-0778,0000,03,3,1000,200805,1,15,000000000,1,01,201412,4,2,02,0,12,270445,11882,11882,F33,
